NOMBRE,MUNICIPIO,DEPARTAMENTO,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL
Sta Cruz de Siecha,Guasca,Cundinamarca,5.5,8.095,11.05,16.0,19.25,22.0,24.09,21.5,18.23,17.38,14.33,8.15,185.57500000000002
Amoladero El,Guatavita,Cundinamarca,8.964,12.42,18.1,22.57,26.39,27.0,27.6,25.35,20.57,21.75,19.64,12.89,243.24399999999997
Guatavita,Guatavita,Cundinamarca,7.478,9.608,14.13,16.7,19.39,20.66,21.7,20.37,15.79,15.12,13.2,9.583,183.72899999999998
Potreritos,Guatavita,Cundinamarca,9.392,12.71,16.48,22.0,25.62,26.82,27.57,26.1,21.64,22.18,18.82,12.85,242.182
Potrero Largo,Guatavita,Cundinamarca,7.2,9.333,11.73,15.5,20.37,23.93,25.75,21.62,13.37,15.86,13.6,9.812,188.07500000000002
Monterredondo,Guayabetal,Cundinamarca,6.235,8.764,12.76,20.0,25.31,25.52,25.0,23.82,20.29,19.05,16.05,11.17,213.969
Susumuco,Guayabetal,Cundinamarca,9.548,11.64,16.12,23.09,27.25,27.58,28.22,26.03,24.8,24.1,21.86,17.33,257.568
Gutierrez,Gutierrez,Cundinamarca,9.812,13.93,15.43,20.5,23.25,24.0,25.56,24.5,18.5,17.93,17.6,12.62,223.632
Jerusalen,Jerusalen,Cundinamarca,7.16,7.8,9.958,14.12,12.87,8.75,6.96,7.2,10.56,14.91,11.52,8.13,119.93799999999999
Claraval,Junin,Cundinamarca,7.111,10.82,16.57,21.85,25.25,25.57,25.89,23.75,19.89,19.6,16.96,10.67,223.93099999999995
Junin,Junin,Cundinamarca,6.137,10.13,14.56,19.46,22.76,23.53,24.96,22.06,18.26,17.7,14.82,9.928,204.30499999999998
Sueva,Junin,Cundinamarca,5.851,9.037,13.33,18.35,20.67,21.0,22.35,20.85,14.88,15.35,13.14,7.37,182.178
Tembladares,Junin,Cundinamarca,9.555,12.92,18.92,23.57,26.5,27.32,26.78,25.71,21.28,21.8,19.89,12.34,246.585
Cabana La,La Calera,Cundinamarca,8.125,9.5,11.13,17.93,21.87,22.68,21.33,20.8,19.4,19.75,18.43,12.66,203.60500000000002
San Rafael N 1,La Calera,Cundinamarca,8.368,11.21,13.68,16.31,19.36,19.78,18.05,19.57,17.89,18.94,16.94,12.05,192.14800000000002
Palma La,La Palma,Cundinamarca,10.04,12.04,15.65,19.03,18.53,12.96,9.961,11.26,16.2,20.42,17.34,13.52,176.95100000000002
Espino El,Lenguazaque,Cundinamarca,7.058,10.35,13.87,17.41,18.94,18.35,17.72,16.0,14.38,16.88,15.55,9.411,175.919
Leticia,Lenguazaque,Cundinamarca,4.5,8.32,9.851,12.92,15.92,15.65,16.92,13.77,11.34,14.34,13.7,7.592,144.823
Tapias,Lenguazaque,Cundinamarca,6.1,8.578,11.15,14.55,16.84,17.94,16.95,14.45,14.5,17.0,14.31,9.368,161.736
Triangulo El,Lenguazaque,Cundinamarca,7.105,8.222,11.0,16.52,21.6,24.3,23.4,22.94,20.1,18.84,15.15,10.0,199.177
Macheta Gja Agrop,Macheta,Cundinamarca,8.095,11.61,13.05,18.65,22.76,25.8,26.38,22.52,17.38,18.57,16.57,10.85,212.23499999999996
Base Aerea Madrid,Madrid,Cundinamarca,5.0,8.45,10.54,13.38,15.14,13.28,12.0,11.13,12.18,14.91,12.77,7.3,136.08
Casablanca,Madrid,Cundinamarca,4.125,5.812,7.375,9.941,12.41,9.058,11.43,9.25,8.588,10.29,10.29,8.411,106.97999999999999
Roble El,Madrid,Cundinamarca,6.066,8.066,9.4,12.06,12.53,12.0,11.64,9.571,10.46,13.53,12.86,6.866,125.049
Tibar El,Madrid,Cundinamarca,7.105,10.26,11.84,15.57,17.05,14.05,13.57,12.15,12.84,15.78,14.57,9.882,154.667
Hato Grande Hda,Manta,Cundinamarca,7.611,10.58,13.61,21.83,26.0,27.38,27.58,25.11,20.05,21.0,16.83,9.333,226.91400000000002
Medina,Medina,Cundinamarca,4.433,5.566,9.3,16.31,19.3,20.0,18.0,15.43,14.16,15.16,12.37,6.785,156.814
Retiro El,Medina,Cundinamarca,7.904,8.826,15.78,21.43,25.58,26.37,26.04,24.33,22.54,24.68,22.6,15.63,241.70999999999998
San Juanito,Medina,Cundinamarca,3.758,5.896,9.069,16.13,19.51,20.62,19.55,17.89,15.31,15.75,13.27,6.5,163.25300000000001
Tibaitata,Mosquera,Cundinamarca,7.62,10.16,13.16,17.48,19.9,17.4,16.26,14.86,15.83,17.9,15.28,11.06,176.91000000000003
Narino,Narino,Cundinamarca,5.0,7.769,8.2,13.92,13.07,7.153,5.115,5.384,9.653,12.5,9.538,6.73,104.03200000000001
Narino Radio Alert,Narino,Cundinamarca,3.238,5.45,5.285,9.666,8.857,4.523,2.904,3.75,6.714,9.0,5.8,4.8,69.987
Checua-Nemocon,Nemocon,Cundinamarca,5.448,7.766,10.8,13.13,15.9,14.7,16.17,15.76,12.16,13.75,13.17,8.413,147.167
Nilo,Nilo,Cundinamarca,4.181,5.208,6.695,9.272,8.818,4.652,3.0,3.458,6.652,10.65,9.272,6.85,78.708
Cabrera La,Pacho,Cundinamarca,13.04,14.29,18.5,20.04,17.48,11.96,11.36,11.37,14.08,18.95,18.28,15.32,184.67
Esc Vocacional,Pacho,Cundinamarca,13.85,13.85,18.7,20.2,17.95,12.25,10.4,11.85,14.15,21.0,20.75,17.0,191.95
Paime,Paime,Cundinamarca,13.4,14.82,17.16,20.96,19.8,12.33,10.7,11.23,15.93,21.79,19.55,15.23,192.9
Pandi,Pandi,Cundinamarca,11.46,14.06,17.41,20.03,23.03,18.46,17.03,16.09,17.96,20.76,19.9,13.7,209.89000000000001
Japon El,Paratebueno,Cundinamarca,5.517,7.29,12.09,20.63,24.1,24.66,25.56,21.83,19.45,19.61,18.0,10.31,209.04700000000003
Pasca,Pasca,Cundinamarca,10.96,12.22,15.8,18.87,21.13,19.63,19.5,17.63,17.67,20.29,18.64,13.22,205.56000000000003
Apto Palanquero,Puerto Salgar,Cundinamarca,8.65,8.833,13.45,16.31,17.7,14.0,11.17,12.04,17.72,20.45,17.79,10.95,169.06299999999996
Pto Libre,Puerto Salgar,Cundinamarca,5.083,6.64,8.75,14.08,13.76,9.56,8.4,8.458,12.76,14.68,12.04,7.04,121.25099999999999
Tulcan El,San Bernardo,Cundinamarca,9.263,10.42,11.65,16.55,19.95,15.4,15.45,14.95,14.95,19.55,16.75,9.7,174.583
San Cayetano,San Cayetano,Cundinamarca,12.78,14.17,19.0,20.47,18.6,12.56,10.43,10.5,13.13,21.0,20.65,15.73,189.02
San Juan D Rioseco,San Juan de Rio Seco,Cundinamarca,5.807,8.5,9.84,11.84,11.64,6.538,5.269,6.23,9.846,13.26,11.88,8.961,109.61099999999999
Silencio El,Sasaima,Cundinamarca,15.0,16.14,18.06,20.56,18.5,14.31,11.37,10.56,15.25,21.2,19.71,15.0,195.66
Triangulo El,Sasaima,Cundinamarca,17.31,17.57,21.52,22.47,20.94,15.52,11.31,12.21,17.21,23.15,22.52,19.73,221.46
Consuelo El,Sesquile,Cundinamarca,6.631,7.947,12.1,15.26,21.26,22.05,21.15,19.73,17.31,16.57,13.42,9.421,182.84899999999996
Guarani El Penon,Sibate,Cundinamarca,6.571,8.619,10.28,14.57,15.19,10.61,9.761,10.76,11.09,16.52,13.9,10.0,137.871
Muna,Sibate,Cundinamarca,7.095,9.095,11.85,15.28,15.23,13.52,12.33,13.52,12.85,16.8,14.95,10.42,152.93999999999997
Preventorio Infant,Sibate,Cundinamarca,10.64,10.64,11.0,12.81,17.0,13.81,13.87,12.43,13.0,16.87,15.37,10.93,158.37000000000003
Sibate Apostolica,Sibate,Cundinamarca,7.933,10.68,14.87,16.31,18.81,16.13,13.56,15.37,13.5,18.0,16.2,10.78,172.143
Union La,Sibate,Cundinamarca,9.4,10.86,13.8,17.18,18.93,14.62,15.31,15.31,15.62,19.31,16.12,10.75,177.21
Simijaca,Simijaca,Cundinamarca,7.29,9.451,12.36,16.9,15.06,10.93,9.096,10.09,11.7,17.12,16.54,10.48,147.017
Fute,Soacha,Cundinamarca,,,,,,,,,,,,,
San Jorge Gja,Soacha,Cundinamarca,7.448,8.774,11.83,16.51,18.93,20.0,21.1,18.32,14.64,16.83,15.83,10.63,180.84199999999996
San Pedro,Sopo,Cundinamarca,5.705,6.437,9.47,10.06,14.11,12.82,14.52,12.76,10.11,11.76,9.823,6.47,124.04500000000002
Suasuque,Sopo,Cundinamarca,7.588,7.647,9.647,12.55,15.11,13.83,16.33,14.61,13.86,12.35,11.33,7.588,142.44
Margaritas Las,Subachoque,Cundinamarca,5.25,7.714,9.095,14.19,15.47,11.9,8.238,9.476,12.71,17.09,13.8,8.523,133.45600000000002
Pradera La,Subachoque,Cundinamarca,4.187,6.062,8.187,11.06,10.06,9.562,7.666,8.066,8.312,14.18,12.56,7.666,107.56800000000001
Primavera La,Subachoque,Cundinamarca,9.689,10.89,13.1,17.0,18.37,16.55,16.0,16.0,15.03,18.89,16.31,11.48,179.309
Union La-El Rosal,Subachoque,Cundinamarca,6.647,7.705,9.882,13.29,13.23,9.125,8.352,8.764,10.88,14.94,11.88,7.294,121.98899999999999
Hatillo El,Suesca,Cundinamarca,5.6,7.95,9.631,15.28,17.14,21.38,21.47,18.52,13.71,14.28,12.8,9.095,166.856
Loretoki Hda,Suesca,Cundinamarca,4.777,7.833,9.777,13.0,15.7,15.94,16.61,15.72,11.23,11.35,10.47,5.588,137.995
Supata,Supata,Cundinamarca,10.84,12.73,16.3,17.28,14.92,9.692,7.423,7.615,11.92,17.96,18.76,13.07,158.51
Susa,Susa,Cundinamarca,8.75,9.625,13.56,16.81,14.66,10.62,10.12,11.06,11.43,17.46,17.26,10.68,152.03500000000003
Tres Esquinas,Susa,Cundinamarca,3.9,5.3,8.3,10.35,10.35,9.3,8.4,6.75,7.578,10.35,10.05,5.2,95.82799999999999
Pino El,Sutatausa,Cundinamarca,,,,,,,,,,,,,
Sutatausa,Sutatausa,Cundinamarca,5.703,7.821,10.5,12.6,12.96,10.28,11.55,10.42,9.035,13.5,12.42,7.678,124.467
Santillana,Tabio,Cundinamarca,5.473,7.368,8.75,11.95,14.4,12.52,14.04,13.3,10.52,12.4,11.2,6.95,128.871
Tabio,Tabio,Cundinamarca,7.35,9.5,12.0,15.85,17.25,15.9,14.55,16.57,14.1,16.95,13.7,10.45,164.16999999999996
Encanto El,Tausa,Cundinamarca,4.789,7.21,8.947,11.72,12.63,11.05,10.55,9.947,9.333,12.52,12.88,7.111,118.687
Guanquica,Tausa,Cundinamarca,7.733,10.06,13.25,14.06,17.81,18.12,19.87,17.0,14.25,16.93,14.56,8.562,172.20500000000004
Lagunitas,Tausa,Cundinamarca,13.53,14.86,16.73,18.75,24.25,25.0,25.25,23.93,18.81,22.06,22.37,14.75,240.29000000000002
Salitre El - Neusa,Tausa,Cundinamarca,9.263,11.1,13.6,16.25,20.25,21.2,20.2,20.45,17.25,18.63,19.0,12.52,199.713
Esperanza La,Tenjo,Cundinamarca,3.92,6.833,7.8,10.84,11.23,8.807,8.346,8.153,8.24,11.34,9.384,6.2,101.09300000000002
Hato El,Tenjo,Cundinamarca,5.818,8.272,9.727,14.59,16.45,14.63,14.0,12.5,12.36,14.45,12.5,7.571,142.868
Providencia Gja,Tenjo,Cundinamarca,8.687,10.06,13.37,16.06,17.75,16.06,17.25,15.18,14.5,16.81,15.18,10.0,170.907
Tibacuy,Tibacuy,Cundinamarca,14.06,14.06,18.86,18.53,20.06,16.73,16.53,14.73,16.86,19.2,20.26,14.26,204.14
Tibacuy Gja,Tibacuy,Cundinamarca,9.8,11.8,15.36,16.04,17.0,14.12,12.6,13.08,14.52,18.56,17.52,11.88,172.28
Tocaima,Tocaima,Cundinamarca,4.5,6.857,7.714,10.59,10.68,5.5,3.818,4.272,8.047,12.0,8.571,5.75,88.29899999999999
Tocancipa,Tocancipa,Cundinamarca,4.222,5.888,7.888,10.77,10.55,11.37,7.823,7.176,8.055,11.38,8.444,6.611,100.17699999999999
Gloria La,Ubala,Cundinamarca,9.413,11.89,15.0,20.89,25.03,25.63,26.46,24.53,20.96,19.5,17.53,12.06,228.893
Mundo Nuevo,Ubala,Cundinamarca,8.65,11.2,14.75,22.1,25.9,27.2,27.3,25.5,21.57,21.21,16.75,11.75,233.88
Sta Rosa de Ubala,Ubala,Cundinamarca,7.964,10.07,13.64,20.82,24.39,26.32,26.35,24.37,19.46,19.21,18.42,10.92,221.934
Tres Esquinas,Ubala,Cundinamarca,5.12,8.92,12.72,19.2,23.28,24.72,24.52,23.32,17.84,16.44,14.48,8.68,199.23999999999998
Ubala,Ubala,Cundinamarca,7.033,10.36,14.78,21.3,25.76,25.72,26.43,24.2,20.23,18.8,15.85,10.32,220.783
Utica,Utica,Cundinamarca,5.708,8.75,11.16,13.88,12.76,7.64,5.68,6.8,10.72,15.6,12.04,7.625,118.363
Ospina Perez,Venecia,Cundinamarca,11.46,13.14,17.32,19.07,21.92,18.35,18.07,16.22,18.07,21.75,19.96,15.1,210.42999999999998
Boyera La,Villa de San Diego de Ubate,Cundinamarca,7.518,9.678,13.46,15.96,17.67,14.92,15.85,13.96,12.82,17.32,15.57,9.428,164.15399999999997
Novilleros,Villa de San Diego de Ubate,Cundinamarca,8.047,9.904,13.57,17.42,19.28,18.04,17.95,16.65,15.75,19.09,16.71,9.952,182.363
Fortuna La,Villapinzon,Cundinamarca,6.35,7.55,11.25,15.66,18.95,18.61,20.85,19.47,17.38,15.52,14.45,9.65,175.69
Villapinzon,Villapinzon,Cundinamarca,7.0,10.1,14.0,16.73,19.5,22.8,24.21,20.84,17.0,18.72,16.85,10.35,198.1
Viota,Viota,Cundinamarca,7.083,8.041,10.16,13.28,13.28,7.291,4.92,5.04,8.208,13.28,10.26,7.541,108.38400000000001
Montelibano,Yacopi,Cundinamarca,15.45,15.86,19.81,23.54,25.86,20.04,17.04,18.13,22.27,25.36,22.63,18.54,244.53
Yacopi,Yacopi,Cundinamarca,13.66,15.48,19.72,22.42,25.36,19.3,16.07,16.76,21.42,24.57,21.84,18.12,234.72
Cosecha La,Zipaquira,Cundinamarca,7.4,9.8,10.13,12.53,15.33,14.53,15.2,14.66,11.26,15.93,14.2,9.6,150.57
Pantano Redondo 1,Zipaquira,Cundinamarca,10.86,12.76,15.54,17.86,21.92,21.88,22.33,20.79,18.69,19.29,17.0,13.04,211.95999999999998
Ventalarga,Zipaquira,Cundinamarca,6.142,8.571,10.19,13.85,16.66,16.57,15.57,13.95,12.61,16.9,13.8,8.095,152.90800000000002
Zipaquira,Zipaquira,Cundinamarca,4.777,5.315,9.684,11.63,13.26,12.31,11.47,9.421,10.55,11.84,11.1,5.666,117.02299999999998
Arabia Arrecifal,Barranco Minas,Guainia,5.562,7.625,8.4,14.06,16.73,16.93,18.25,16.0,12.43,11.06,11.43,9.0,147.47700000000003
Barranco Murcielag,Barranco Minas,Guainia,6.941,9.176,9.705,17.05,21.0,22.41,23.41,21.23,17.53,15.2,14.31,10.64,188.60199999999998
Guayare,Inirida,Guainia,6.333,7.062,7.937,13.31,18.06,19.25,18.18,16.87,12.18,12.5,10.31,7.375,149.36700000000002
San Fernando D Ata,Inirida,Guainia,10.7,10.36,13.35,18.05,25.05,25.25,26.55,24.55,21.05,17.35,15.7,14.55,222.51000000000002
Isla del Muerto,San Jose del Guaviare,Guaviare,2.937,6.75,10.0,15.75,16.87,17.43,18.06,13.68,11.68,13.31,11.87,6.625,144.96200000000002
Trueno El,San Jose del Guaviare,Guaviare,5.47,8.529,13.22,19.05,22.88,23.83,25.35,21.94,18.94,18.58,17.12,11.06,205.969
Acevedo,Acevedo,Huila,7.285,8.071,10.89,12.82,14.0,14.82,14.62,12.89,11.51,10.75,10.06,7.821,135.537
San Adolfo,Acevedo,Huila,10.54,11.93,15.67,18.16,19.43,19.1,20.33,18.83,15.7,14.09,14.5,12.8,191.07999999999998
Agrado,Agrado,Huila,8.333,9.137,11.8,11.6,12.76,10.86,10.86,7.1,7.31,10.32,13.83,10.34,124.24999999999999
Antena Tv,Agrado,Huila,10.06,10.79,13.0,12.82,12.65,10.75,9.413,7.448,7.857,13.21,16.35,13.55,137.898
Betulia La,Agrado,Huila,,,,,,,,,,,,,
Escalereta La,Agrado,Huila,7.875,9.333,10.33,12.62,12.37,10.75,9.833,7.416,7.791,10.66,11.16,7.625,117.76299999999998
Pte Balseadero Rad,Agrado,Huila,8.476,10.28,10.5,12.31,13.09,10.86,9.727,7.5,7.818,11.31,10.77,7.636,120.277
Perez Hda,Aipe,Huila,5.709,5.933,7.354,7.774,7.677,4.064,3.193,3.161,4.58,10.41,11.09,7.548,78.49300000000001
Praga,Aipe,Huila,12.76,11.12,13.52,15.4,13.96,8.869,7.416,6.4,9.2,14.96,17.2,16.12,146.92499999999998
San Pedro,Aipe,Huila,7.631,7.9,9.476,10.76,9.619,4.285,2.857,2.952,6.428,13.33,13.9,10.66,99.798
Algeciras,Algeciras,Huila,12.25,13.22,16.5,19.1,22.03,18.29,16.64,15.6,15.71,19.26,17.75,15.1,201.45
Arcadia La,Algeciras,Huila,11.76,10.94,15.41,16.83,17.16,14.16,13.11,11.11,13.0,15.23,14.52,12.23,165.45999999999998
Nuevo Paraiso,Algeciras,Huila,8.043,9.217,12.29,14.66,15.58,12.83,12.17,10.69,11.16,14.16,13.2,9.5,143.49999999999997
Altamira El Grifo,Altamira,Huila,12.55,14.19,15.64,17.6,19.28,17.35,16.92,15.57,15.74,17.11,17.14,14.55,193.64000000000004
Arizona,Baraya,Huila,6.1,7.947,9.809,9.333,10.28,8.809,8.619,7.381,8.1,10.81,11.05,9.3,107.53799999999998
Baraya,Baraya,Huila,5.896,7.482,10.1,11.28,11.96,9.758,8.714,8.241,8.0,12.96,13.85,9.275,117.51599999999999
Laureles Los,Baraya,Huila,12.11,11.89,17.61,19.83,22.57,21.47,21.57,21.21,19.36,20.27,21.05,15.15,224.09000000000003
Manila Hda La,Baraya,Huila,8.533,10.06,12.87,14.68,16.18,14.12,12.66,11.8,10.18,15.25,15.6,11.31,153.243
Palco El,Campoalegre,Huila,10.31,9.588,12.17,12.64,12.5,10.33,7.882,6.47,9.125,12.73,13.06,10.93,127.73500000000001
Rosales Los,Campoalegre,Huila,11.04,13.07,15.4,16.19,16.2,13.92,12.08,11.23,11.32,16.46,17.12,13.26,167.29000000000002
Legiosa La,Colombia,Huila,12.11,12.22,18.34,24.37,27.11,27.12,27.2,25.69,23.0,24.11,23.7,18.37,263.34
Miraflores,Colombia,Huila,6.615,8.076,11.23,13.38,14.65,13.11,10.57,8.384,9.23,15.5,15.15,7.8,133.69500000000002
Sta Ana,Colombia,Huila,6.562,8.5,10.87,13.56,12.81,12.25,9.937,9.25,11.31,16.5,15.2,9.071,135.82000000000002
Venado El,Colombia,Huila,6.074,7.333,9.785,11.62,11.68,9.821,7.884,7.344,8.931,12.1,12.74,8.038,113.34999999999998
Pte Saladoblanco R,Elias,Huila,9.238,9.523,11.28,14.57,15.9,14.33,15.42,13.38,11.66,12.0,13.15,8.904,149.355
Viso El,Elias,Huila,9.9,10.05,14.15,14.95,15.15,13.4,13.45,11.25,10.85,11.85,15.2,9.9,150.1
Garzon,Garzon,Huila,9.689,11.13,13.34,15.3,16.1,15.3,13.36,11.8,11.16,14.33,14.06,10.13,155.69899999999998
Jagua La,Garzon,Huila,5.965,6.931,8.069,9.241,9.62,9.31,7.896,6.862,7.448,8.62,8.793,6.965,95.72000000000003
Pita La,Garzon,Huila,10.61,12.74,15.12,17.74,18.83,16.29,15.41,12.9,12.87,15.77,14.7,11.83,174.81
San Antonio del Pe,Garzon,Huila,8.947,10.36,11.15,13.31,13.21,11.89,10.47,8.21,9.105,11.05,10.89,7.526,126.118
Zuluaga,Garzon,Huila,13.7,15.29,19.11,23.57,24.0,23.18,21.48,20.46,20.44,21.18,19.77,16.96,239.14000000000001
Cristalina Hda La,Gigante,Huila,11.35,14.23,16.35,18.56,21.12,17.12,17.81,14.64,14.5,18.62,17.47,14.58,196.35000000000002
Gigante N 2,Gigante,Huila,8.275,10.13,11.42,11.34,12.62,10.41,9.862,8.069,8.827,11.75,12.41,9.379,124.492
Jorge Villamil,Gigante,Huila,13.83,16.0,19.28,22.12,23.68,22.48,21.24,20.08,19.52,22.24,20.76,17.16,238.39
Rioloro,Gigante,Huila,7.4,8.3,10.05,9.55,10.75,7.35,7.35,5.6,7.0,9.0,9.2,6.85,98.39999999999999
Guadalupe,Guadalupe,Huila,7.064,8.354,10.12,10.83,11.8,11.29,10.32,8.451,9.322,9.322,10.0,7.096,113.969
Resina,Guadalupe,Huila,16.82,16.57,21.58,25.06,27.26,26.17,26.76,26.1,24.86,24.9,22.43,19.3,277.81
Hobo El,Hobo,Huila,7.464,7.821,10.75,9.965,8.964,6.275,5.103,4.827,5.793,9.892,11.72,9.172,97.746
Iquira,Iquira,Huila,15.6,15.26,17.74,17.55,16.65,13.62,13.22,11.77,12.33,17.22,20.61,17.48,189.04999999999998
Totumo Hda El,Iquira,Huila,13.31,12.93,15.0,13.0,15.25,10.93,9.0,7.812,9.5,13.5,17.37,14.43,152.032
Esc Belen,Isnos,Huila,11.68,11.47,14.5,17.78,19.0,17.15,18.63,17.11,15.21,15.73,15.38,12.94,186.57999999999998
Hornitos,Isnos,Huila,11.9,12.73,15.84,16.9,18.0,17.35,18.2,17.15,12.88,14.26,16.21,13.55,184.97
Laguna La,Isnos,Huila,10.48,11.77,14.56,17.26,17.67,18.26,18.64,16.19,14.96,15.38,14.83,13.48,183.48000000000002
Mediania,Isnos,Huila,12.61,13.64,16.41,17.29,18.45,18.93,19.48,16.8,15.61,16.46,17.23,15.43,198.33999999999997
San Jose de Isnos,Isnos,Huila,11.29,11.87,13.5,17.0,17.16,17.83,19.0,16.95,14.2,15.34,15.21,13.08,182.43
Argentina La,La Argentina,Huila,12.36,14.5,17.1,17.6,18.58,15.73,16.16,13.63,13.6,18.93,18.33,15.3,191.82
Esc Agr La Plata,La Plata,Huila,16.1,17.1,21.37,21.48,21.65,18.8,18.6,16.53,16.06,20.36,21.41,18.68,228.14000000000001
Meremberg Hda,La Plata,Huila,16.1,16.85,19.8,22.3,24.65,21.85,21.45,19.65,18.45,22.1,21.85,18.3,243.34999999999997
San Vicente,La Plata,Huila,9.24,11.79,12.95,14.41,15.56,14.96,14.24,12.33,12.29,15.95,14.2,12.73,160.64999999999995
Nataga,Nataga,Huila,12.65,13.1,15.46,14.55,13.89,12.1,12.24,10.31,10.65,15.48,17.1,15.24,162.77
Yarumal,Nataga,Huila,12.44,14.0,16.36,16.76,19.16,16.28,17.08,14.24,14.96,19.2,19.87,15.72,196.07
Apto Benito Salas,Neiva,Huila,10.96,11.58,14.16,15.06,14.93,11.51,9.645,8.096,9.8,16.19,17.58,14.16,153.671
Gironda Hda La,Neiva,Huila,13.66,13.93,17.13,18.53,19.53,15.46,14.6,12.66,14.33,19.6,19.13,16.53,195.09
Organos,Neiva,Huila,11.33,11.25,13.44,13.22,12.29,6.576,5.192,4.74,7.703,15.07,16.37,14.81,131.991
Palacio-Vegalarga,Neiva,Huila,13.03,13.73,18.73,21.48,22.48,18.92,16.46,14.61,15.77,21.18,21.19,17.72,215.3
Pueblo Nuevo,Neiva,Huila,,,,,,,,,,,,,
San Francisco,Neiva,Huila,7.437,8.533,8.705,9.882,9.47,5.117,3.882,4.176,5.941,13.05,13.94,11.18,101.31299999999999
San Luis,Neiva,Huila,10.1,9.464,12.5,10.86,10.48,6.069,5.482,5.069,7.785,13.03,15.55,12.55,118.939
Sta Helena,Neiva,Huila,13.0,15.17,20.0,18.82,19.64,14.23,13.23,11.29,12.31,18.43,20.66,15.68,192.46000000000004
Oporapa,Oporapa,Huila,10.2,10.84,13.48,14.72,17.12,15.08,16.08,14.32,13.0,14.52,14.64,11.4,165.4
Paez Paicol Radio,Paicol,Huila,11.76,11.31,12.81,10.68,11.31,6.772,5.545,6.045,7.454,13.0,15.27,13.47,125.426
Buenavista,Palermo,Huila,7.074,7.692,9.964,8.892,7.814,3.461,2.615,3.142,4.37,9.142,11.0,9.115,84.28099999999999
Cardo N 2 El,Palermo,Huila,6.0,6.25,8.875,6.312,5.562,3.312,3.062,2.437,4.0,8.562,9.875,8.375,72.62199999999999
Carmen El,Palermo,Huila,15.67,15.8,17.74,17.38,16.51,11.8,10.32,9.433,12.36,19.8,21.06,15.68,183.553
Casa Bombas 1 Junc,Palermo,Huila,7.392,8.111,10.53,10.06,8.448,5.241,4.448,3.689,5.551,10.79,12.55,9.965,96.775
Casa Bombas 2,Palermo,Huila,9.142,8.714,11.04,10.28,8.619,5.428,4.285,3.809,5.857,11.71,12.76,11.47,103.11399999999999
Cucharo El,Palermo,Huila,9.16,9.84,11.04,10.38,8.583,4.625,3.88,3.846,5.16,11.53,13.42,10.61,102.074
Juncal El,Palermo,Huila,10.62,12.13,14.83,15.55,14.96,10.1,9.266,8.3,10.12,16.1,17.16,13.86,152.99599999999998
Papagayo Hda,Palermo,Huila,7.551,7.275,9.896,9.034,8.206,4.241,3.62,3.172,4.862,9.137,12.0,9.724,88.718
Rionegro Hda,Palermo,Huila,8.3,8.9,10.2,8.0,6.944,3.947,3.333,2.809,4.714,10.23,11.38,12.14,90.897
Sta Barbara,Palermo,Huila,6.166,7.26,10.08,7.708,7.565,4.166,3.083,3.333,4.125,8.958,10.75,8.208,81.40199999999999
Sta Cecilia,Palermo,Huila,7.791,8.541,10.7,8.958,9.291,4.791,3.916,3.666,5.875,10.82,12.39,9.565,96.30399999999999
Totumo El,Palermo,Huila,8.444,8.928,11.39,11.27,8.62,4.888,3.827,4.214,5.963,11.96,13.72,12.03,105.25399999999999
Volcan El,Palermo,Huila,11.37,10.37,11.7,13.25,11.2,4.875,4.478,4.304,7.125,13.0,16.5,12.16,120.332
Palestina,Palestina,Huila,12.32,12.28,15.82,18.72,19.17,20.67,20.35,18.82,16.82,16.1,14.27,13.55,198.89000000000001
Tabor El,Palestina,Huila,15.0,14.26,19.12,20.87,23.18,21.75,23.25,21.2,19.53,16.26,15.66,16.33,226.40999999999997
Tres Esquinas,Pital,Huila,7.631,8.684,10.57,10.47,10.89,9.578,7.789,6.473,6.473,9.368,11.68,8.684,108.28999999999999
Insfopal,Pitalito,Huila,9.517,10.96,14.7,16.4,17.76,18.26,17.56,16.53,13.93,13.96,14.06,11.53,175.16700000000003
Montecristo,Pitalito,Huila,10.55,10.47,13.5,14.8,18.45,17.65,17.9,16.9,14.65,13.55,13.5,11.0,172.92000000000004
Sevilla,Pitalito,Huila,12.93,13.86,18.0,20.78,22.0,21.6,21.96,20.82,19.24,17.55,18.24,15.44,222.42000000000002
Villalobos Tv,Pitalito,Huila,16.82,16.29,18.88,24.29,25.82,24.29,25.0,22.88,18.87,20.14,21.6,18.5,253.37999999999997
Guadual El,Rivera,Huila,8.47,9.411,11.7,10.64,10.41,7.0,7.882,5.058,6.588,12.76,14.7,9.705,114.324
Morelia,Saladoblanco,Huila,16.1,16.95,17.8,20.0,20.85,21.95,20.8,17.6,15.1,18.8,20.4,16.45,222.79999999999998
Alto del Obispo,San Agustin,Huila,12.42,13.5,16.25,19.7,21.4,20.25,23.1,20.85,15.85,15.35,15.55,12.85,207.07
Bajo Frutal,San Agustin,Huila,12.0,12.44,17.12,19.5,21.56,20.48,21.24,18.0,16.8,16.52,17.48,13.48,206.62
Betania Tv,San Agustin,Huila,14.0,15.0,16.3,19.7,19.65,18.55,21.45,20.2,15.6,16.55,17.3,16.15,210.45000000000002
Candela La,San Agustin,Huila,14.44,14.36,17.16,20.96,21.88,22.6,22.84,21.16,18.36,18.64,17.32,14.76,224.47999999999996
