NOMBRE,MUNICIPIO,DEPARTAMENTO,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL
Barranco de Loba,Barranco de Loba,Bolivar,0.833,1.416,3.375,6.416,10.08,8.083,6.869,9.875,11.65,12.0,9.0,3.391,82.988
Yanacue,Cantagallo,Bolivar,,,,,,,,,,,,,
Apto Rafael Nunez,Cartagena,Bolivar,0.548,0.258,0.677,3.225,10.38,12.25,9.838,13.48,14.23,16.35,11.13,3.161,95.52700000000002
Bayunca,Cartagena,Bolivar,1.166,0.583,2.416,4.791,9.291,8.434,9.291,10.41,10.87,13.13,9.043,3.565,82.98999999999998
Esc Naval CIOH,Cartagena,Bolivar,0.647,0.166,0.666,3.111,8.777,10.0,8.111,10.83,11.83,12.52,9.117,3.625,79.4
Sta Ana,Cartagena,Bolivar,0.041,0.041,0.347,1.6,5.333,5.48,4.96,5.0,5.96,7.12,4.08,1.44,41.401999999999994
Esperanza La,Cicuco,Bolivar,1.115,1.407,1.777,4.724,8.25,8.185,8.035,9.413,9.785,9.37,5.384,2.25,69.695
Limon El,Cicuco,Bolivar,1.0,1.523,2.363,7.09,12.81,9.272,9.136,11.42,11.76,12.1,7.0,3.0,88.474
Cordoba,Cordoba,Bolivar,1.0,2.045,2.608,5.087,7.391,6.695,6.13,8.087,8.913,8.727,5.19,2.15,64.02300000000001
Camaron,El Carmen de Bolivar,Bolivar,3.437,3.625,4.187,7.937,10.62,10.62,9.187,10.81,11.0,11.87,9.875,5.937,99.105
Carmen de Bolivar,El Carmen de Bolivar,Bolivar,3.533,3.733,5.433,9.4,12.62,11.03,10.43,12.13,13.36,13.93,9.285,4.178,109.06199999999998
Esperanza Fca La,El Carmen de Bolivar,Bolivar,4.736,5.105,6.21,13.5,16.11,13.11,12.05,14.84,15.89,17.78,14.78,8.736,142.84699999999998
Mesa,El Carmen de Bolivar,Bolivar,2.523,2.904,3.714,7.523,11.0,10.38,8.571,11.19,10.71,12.23,9.619,5.904,96.268
Miranda,El Carmen de Bolivar,Bolivar,2.409,3.363,4.0,9.13,13.6,11.69,9.826,11.81,13.45,13.4,12.13,6.8,111.608
Guamo El,El Guamo,Bolivar,2.381,3.381,4.333,11.04,13.19,12.5,12.04,14.4,14.95,14.09,11.47,4.142,117.917
Aguadas Las Alerta,Hatillo de Loba,Bolivar,1.285,1.952,3.285,7.381,11.09,8.0,8.142,10.33,12.57,11.85,9.095,3.619,88.59899999999999
Pozon El,Hatillo de Loba,Bolivar,0.913,1.391,1.26,5.391,9.434,8.0,7.772,9.782,11.08,12.26,7.869,3.863,79.015
Apto Baracoa,Magangue,Bolivar,1.368,2.166,3.1,6.578,10.6,9.666,10.35,11.45,13.61,12.27,7.722,2.777,91.65699999999998
Barbosa,Magangue,Bolivar,1.13,1.272,1.695,5.695,9.652,10.04,8.739,11.17,11.91,13.43,9.26,4.217,88.21000000000001
Barranco de Yuca,Magangue,Bolivar,0.8,0.95,1.8,5.65,8.6,7.8,7.55,8.25,8.65,8.789,5.947,2.157,66.943
Coyongal Alertas,Magangue,Bolivar,1.055,1.888,1.736,6.315,11.52,9.894,10.33,12.1,12.47,14.36,11.83,5.333,98.831
San Antonio Alerta,Magangue,Bolivar,0.708,0.958,1.25,4.608,9.958,9.708,9.333,11.82,11.29,12.26,9.583,3.083,84.559
Gamero,Mahates,Bolivar,0.833,1.517,1.966,5.551,9.069,7.633,8.6,8.866,8.2,8.8,6.586,2.0,69.621
San Basilio,Mahates,Bolivar,1.964,2.413,2.896,6.862,12.89,10.46,10.29,12.37,12.71,14.0,10.14,3.888,100.883
Viso El,Mahates,Bolivar,1.45,1.9,2.15,6.35,10.6,10.95,11.2,12.85,12.68,14.5,9.263,4.157,98.05
Chilloa,Margarita,Bolivar,1.083,1.833,3.458,7.208,11.08,8.208,7.833,9.541,11.87,11.66,7.666,2.541,83.981
Calma La,Maria La Baja,Bolivar,3.909,4.0,4.909,10.82,15.73,12.9,12.0,13.73,13.95,17.39,13.59,7.5,130.428
Colu Nuevo,Maria La Baja,Bolivar,2.142,2.047,2.761,6.619,11.14,10.04,10.71,11.95,11.0,12.14,10.04,5.476,96.065
Flamenco,Maria La Baja,Bolivar,1.066,0.966,1.31,4.0,7.533,8.103,8.827,8.666,8.333,10.72,7.206,3.344,70.074
Mampujan,Maria La Baja,Bolivar,3.294,4.833,5.277,11.22,14.58,14.94,12.72,15.7,14.66,16.38,13.68,6.823,134.107
Nispero El,Maria La Baja,Bolivar,1.5,1.464,1.846,6.464,11.46,10.21,11.75,12.71,12.21,14.0,8.777,4.296,96.68700000000001
Nueva Florida,Maria La Baja,Bolivar,1.666,2.5,2.722,7.611,11.68,12.44,12.44,14.36,12.66,13.11,10.94,4.666,106.79499999999999
Platano,Maria La Baja,Bolivar,2.19,2.238,3.047,6.227,9.363,7.954,8.863,9.318,11.57,13.09,9.2,4.9,87.96000000000001
Presa Ay Grande,Maria La Baja,Bolivar,3.772,4.333,5.0,11.29,16.3,14.68,15.09,16.65,16.52,18.2,14.08,7.318,143.23300000000003
Presa Ay Matuya,Maria La Baja,Bolivar,3.928,4.466,4.266,10.87,17.5,14.93,13.33,16.06,16.25,18.87,14.42,7.2,142.09
Pto Santander,Maria La Baja,Bolivar,1.68,2.185,2.37,6.333,11.48,11.48,11.96,13.44,12.36,13.0,9.963,5.115,101.366
San Pablo,Maria La Baja,Bolivar,3.56,3.28,3.92,9.96,17.16,15.75,14.16,17.36,16.87,18.04,14.25,7.458,141.768
Candelaria,Mompos,Bolivar,1.13,1.652,1.782,6.434,10.04,8.956,9.347,11.56,12.86,12.04,9.087,4.434,89.322
Guaymaral,Mompos,Bolivar,1.666,1.904,2.285,7.857,12.23,11.85,10.95,13.04,14.19,13.9,10.28,4.571,104.72300000000001
Mompos,Mompos,Bolivar,0.782,1.869,2.913,7.826,10.47,9.087,8.565,10.0,11.34,11.6,7.434,3.727,85.613
Sta Cruz,Mompos,Bolivar,1.32,1.0,1.692,5.444,9.346,9.115,9.666,10.26,11.92,12.12,8.24,3.963,84.08599999999998
Montecristo,Montecristo,Bolivar,4.666,5.684,6.8,14.0,20.75,20.8,20.6,22.95,21.15,22.78,19.66,11.44,191.28
Regencia,Montecristo,Bolivar,,,,,,,,,,,,,
Morales-La Cruz,Morales,Bolivar,1.133,1.733,2.0,7.733,14.18,11.18,10.12,11.5,13.62,15.06,8.187,2.066,98.512
Pinillos,Pinillos,Bolivar,1.208,1.13,2.291,5.478,10.39,9.708,9.291,10.75,11.65,12.78,10.36,5.409,90.445
Regidor,Regidor,Bolivar,0.904,2.3,3.238,6.909,11.18,9.0,9.045,11.31,11.45,12.59,8.75,2.238,88.914
Norosi,Rio Viejo,Bolivar,1.181,2.0,4.523,10.19,15.95,12.77,11.54,15.5,16.09,16.0,10.42,3.227,119.391
San Estanislao,San Estanislao,Bolivar,1.296,0.703,1.269,5.23,7.925,7.074,6.192,8.423,10.14,9.555,6.888,2.346,67.04100000000001
Jolon El,San Fernando,Bolivar,1.727,2.181,3.454,8.304,13.22,11.63,10.17,12.52,14.73,14.65,11.04,4.227,107.85300000000001
Sta Rosa,San Fernando,Bolivar,0.958,1.166,2.666,5.695,8.125,6.416,6.5,8.333,10.5,10.04,6.875,2.625,69.899
Casa de Piedra,San Jacinto,Bolivar,3.571,3.285,4.09,8.826,12.3,8.826,9.26,10.73,11.69,13.3,10.09,6.681,102.649
Rebosadero,San Jacinto,Bolivar,3.846,4.038,4.153,8.153,11.88,10.19,10.04,11.65,12.08,14.8,12.16,7.192,110.18199999999999
San Cristobal,San Jacinto,Bolivar,4.653,6.0,7.148,13.14,17.66,14.55,14.62,16.74,17.7,19.22,16.7,9.074,157.20499999999998
Alpes Los,San Jacinto del Cauca,Bolivar,,,,,,,,,,,,,
Astilleros,San Jacinto del Cauca,Bolivar,3.28,4.08,4.692,11.69,18.07,17.07,18.03,19.3,17.73,19.57,17.15,9.653,160.315
Caimital,San Jacinto del Cauca,Bolivar,2.25,2.826,3.25,11.16,16.2,16.0,16.66,17.66,16.87,18.41,16.3,8.087,145.673
Candelaria La,San Jacinto del Cauca,Bolivar,2.8,2.28,3.481,7.857,13.14,12.55,15.03,16.57,13.77,15.4,14.11,5.571,122.559
Raya La,San Jacinto del Cauca,Bolivar,4.2,5.142,4.476,11.23,18.7,17.4,19.4,19.71,18.76,19.9,18.8,10.21,167.92800000000003
Haya La,San Juan Nepomuceno,Bolivar,2.963,3.037,4.538,9.148,12.14,10.14,10.32,11.81,12.07,14.21,10.5,5.111,105.98700000000001
Montecristo,San Juan Nepomuceno,Bolivar,2.272,2.954,3.772,7.304,11.86,9.739,9.304,9.608,11.26,13.13,9.217,5.304,95.724
San Cayetano,San Juan Nepomuceno,Bolivar,2.666,2.791,3.166,8.208,11.16,9.125,9.333,11.12,11.0,12.0,8.454,4.0,93.023
Playitas,San Martin de Loba,Bolivar,0.653,1.28,2.461,5.615,8.73,6.8,5.76,9.346,9.68,11.28,7.615,2.23,71.45
Col Cooperativo,San Pablo,Bolivar,2.043,4.583,7.041,13.79,17.04,15.79,15.25,17.58,18.78,18.79,12.33,5.652,148.669
Sto Domingo,San Pablo,Bolivar,1.904,3.8,5.761,10.42,12.85,10.75,12.15,12.85,12.47,13.19,9.428,5.047,110.61999999999999
Tierrabuena Fca,San Pablo,Bolivar,,,,,,,,,,,,,
Galerazamba,Santa Catalina,Bolivar,0.285,0.047,0.3,1.857,6.952,8.238,6.333,9.761,13.33,15.05,7.952,2.095,72.19999999999999
Canelos,Santa Rosa del Sur,Bolivar,6.235,8.705,10.76,14.41,17.46,16.68,16.7,16.12,16.5,19.06,15.29,8.294,166.214
Sta Rosa D Simiti,Santa Rosa del Sur,Bolivar,1.954,3.045,5.26,12.69,17.3,15.47,14.95,16.09,17.13,17.31,11.04,4.272,136.511
Simiti,Simiti,Bolivar,0.633,1.535,2.413,6.535,10.23,9.033,7.566,8.233,9.344,10.51,5.642,1.6,73.27399999999999
Sudan El,Tiquisio,Bolivar,1.863,2.045,3.047,8.047,11.31,8.904,8.545,11.23,12.59,14.54,11.0,5.454,98.575
Canaveral,Turbaco,Bolivar,0.73,0.73,1.0,4.538,7.346,6.423,5.884,6.92,7.64,9.12,6.32,2.24,58.891000000000005
Canonegro Hda,Zambrano,Bolivar,2.428,1.909,3.681,6.869,7.391,6.565,6.304,7.13,7.695,8.173,6.363,2.227,66.73500000000001
Indugan Hda,Zambrano,Bolivar,0.8,1.5,2.227,4.818,5.863,4.5,5.59,6.545,6.227,6.59,3.904,1.909,50.47299999999999
Zambrano,Zambrano,Bolivar,1.73,2.083,3.461,6.64,8.076,6.846,6.961,8.076,8.192,8.23,4.923,2.0,67.218
Almeida,Almeida,Boyaca,4.827,7.3,11.66,18.76,23.53,24.63,24.63,22.63,19.3,16.93,14.16,8.266,196.623
Campo Real,Almeida,Boyaca,4.944,7.588,10.11,17.16,22.83,23.52,24.38,21.88,17.35,15.11,13.66,6.444,184.976
Esc Los Molinos,Almeida,Boyaca,5.588,8.117,10.94,17.76,20.58,22.52,23.7,22.41,17.05,15.52,12.23,6.937,183.35200000000003
Cazadero,Aquitania,Boyaca,10.0,13.41,16.17,22.35,26.7,26.58,29.35,27.43,24.58,23.87,22.31,15.11,257.86
Guamo De Sisbaca,Aquitania,Boyaca,8.733,11.87,16.75,21.81,26.62,27.37,28.62,29.18,25.93,25.8,20.4,12.6,255.68300000000002
Potrerito,Aquitania,Boyaca,5.071,7.321,10.89,16.89,20.53,20.25,23.5,22.92,20.96,17.73,13.51,7.222,186.79399999999998
Toquilla,Aquitania,Boyaca,3.963,5.0,9.444,15.29,19.28,21.1,21.74,20.67,19.03,15.82,12.67,5.925,169.932
Arcabuco,Arcabuco,Boyaca,13.3,15.26,20.07,22.03,19.81,14.96,14.55,13.22,14.77,21.5,21.88,17.33,208.68
Camp Buenavista,Berbeo,Boyaca,5.096,6.612,9.516,16.67,21.83,22.8,25.06,24.03,19.9,18.03,15.96,8.533,194.037
Boavita,Boavita,Boyaca,7.09,11.27,12.72,20.36,22.18,17.4,16.22,16.72,19.04,21.5,18.45,11.81,194.76
Buenavista,Buenavista,Boyaca,8.5,10.34,13.62,17.91,14.78,8.083,5.583,6.791,11.95,19.04,18.41,11.04,146.047
Caldas,Caldas,Boyaca,7.428,9.523,12.66,18.0,17.04,13.19,10.14,10.66,13.28,20.71,19.47,10.9,163.001
Cedros Los,Campohermoso,Boyaca,5.409,9.181,11.81,21.09,25.09,26.54,27.4,25.61,21.71,20.42,17.22,8.909,220.38899999999998
Vista Hermosa,Campohermoso,Boyaca,5.0,7.294,9.352,17.64,24.81,25.18,25.75,24.75,20.82,19.93,16.37,8.47,205.366
Cerinza,Cerinza,Boyaca,4.928,8.535,13.25,16.33,15.4,12.07,11.35,11.1,11.89,15.51,14.14,8.692,143.195
Chinavita,Chinavita,Boyaca,6.2,7.9,11.13,17.62,21.48,23.62,24.96,22.58,18.66,18.36,16.19,9.935,198.635
Quinchos Los,Chinavita,Boyaca,6.24,8.423,11.4,18.48,23.84,24.6,25.41,23.57,20.26,20.82,16.32,9.96,209.32299999999998
Esclusa Tolon,Chiquinquira,Boyaca,9.2,11.05,15.0,18.15,17.05,14.4,13.1,13.4,14.7,20.2,18.25,13.65,178.15
San Pedro Iguaque,Chiquiza,Boyaca,7.315,10.5,13.35,16.75,17.95,13.45,15.5,13.35,12.2,15.73,15.0,10.65,161.745
Chiscas,Chiscas,Boyaca,7.73,10.88,14.19,22.03,25.61,23.84,22.53,23.5,23.03,25.15,19.32,13.24,231.05
Chita,Chita,Boyaca,4.26,7.5,10.5,16.23,19.0,21.96,24.23,24.3,20.6,18.69,15.32,9.12,191.70999999999998
Chivor,Chivor,Boyaca,9.709,11.51,16.54,23.48,27.45,27.58,28.29,27.09,23.66,23.06,19.0,13.12,250.489
Combita,Combita,Boyaca,5.275,6.0,9.964,12.67,14.82,13.24,13.07,11.1,10.96,13.92,13.03,7.275,131.32399999999998
